Position in alignment,BHV5 - BHV5,BHV5 - C33,BHV5 - C46,BHV5 - Titanium_IBR_MLV_vaccine,BHV5 - 216_II,BHV5 - K22,BHV5 - B589,BHV5 - Cooper
71300,0,3.93333335220814,0.600000008940697,0.600000008940697,16.4333333522081,47.8333333432674,13,0.600000008940697
71400,0,1.08333334326744,1.08333334326744,1.08333334326744,4.16666667163372,43.8333333432674,13.6666666716337,1.08333334326744
71500,0,1.50000001490116,1.50000001490116,1.50000001490116,6.80000001192093,44.2000000029802,9,1.50000001490116
71600,0,0.450000002980232,0.450000002980232,0.450000002980232,3.70000000298023,26,18.5,0.450000002980232
71700,0,0.75,0.75,0.75,0,22.5,12.5,0.75
71800,0,1.90000000596046,1.90000000596046,1.90000000596046,0.400000005960464,18,18,1.90000000596046
71900,0,1.25,1.25,1.25,0,16,23,1.25
72000,0,0.650000005960464,0.650000005960464,0.650000005960464,0.200000002980232,22,21.2000000029802,0.650000005960464
72100,0,3.68333335220814,3.68333335220814,3.68333335220814,0,5.33333334326744,28.9333333522081,3.68333335220814
72200,0,2.00000004470348,2.00000004470348,2.00000004470348,2.00000004470348,3.16666667163372,34.8333333581686,2.00000004470348
72300,0,3.33333343267441,3.33333343267441,3.33333343267441,3.33333343267441,0,49.3333334326744,3.33333343267441
72400,0,16.5714290738106,16.5714290738106,16.5714290738106,16.5714290738106,0.571428596973419,16.5714290738106,16.5714290738106
72500,0,16.6190481185913,16.6190481185913,16.6190481185913,16.6190481185913,0.28571429848671,16.6190481185913,16.6190481185913
72600,0,5.30952396988869,5.30952396988869,5.30952396988869,5.30952396988869,0.142857149243355,5.30952396988869,5.30952396988869
72700,0,0.833333358168602,0.833333358168602,0.833333358168602,14.666666701436,0.333333343267441,14.666666701436,0.833333358168602
72800,0,1.6666667163372,1.6666667163372,1.6666667163372,8.1666667163372,0,8.1666667163372,1.6666667163372
72900,0,0.400000005960464,0.400000005960464,0.400000005960464,0.5,1,63.9000000059605,0.400000005960464
73000,0,0.16666667163372,0.16666667163372,0.16666667163372,0.16666667163372,0,62.1666666716337,0.16666667163372
73100,0,0,0,0,0.333333343267441,1.83333334326744,35.8333333432674,0
73200,0,0,0,0,0,3.5,36.5,0
73300,0,0,0,0,0,9.5,9.5,0
73400,0,0,0,0,0,5.5,5.5,0
73500,0,0.5,0,0,0,3.5,31,0
73600,0,0.66666667163372,0.16666667163372,0.16666667163372,0,9.66666667163372,57.1666666716337,0.16666667163372
73700,0,4.76666669547558,0.933333352208138,0.933333352208138,0.666666686534882,3,47.7666666954756,0.933333352208138
73800,0,8.3666667342186,1.86666670441628,1.86666670441628,1.00000002980232,2.16666668653488,48.8666667342186,1.86666670441628
73900,0,1.56666669249535,1.56666669249535,1.56666669249535,0,2.16666667163372,65.5666666924953,1.56666669249535
74000,0,0.509523823857307,0.509523823857307,0.509523823857307,0.142857149243355,1.30952382087708,52.5095238238573,0.509523823857307
74100,0,0.566666677594185,0.566666677594185,0.566666677594185,0,0.66666667163372,47.0666666775942,0.566666677594185
74200,0,0.933333352208138,0.933333352208138,0.933333352208138,0.333333343267441,4.5,58.4333333522081,0.933333352208138
74300,0,0.566666677594185,0.566666677594185,0.566666677594185,0,6.16666667163372,48.5666666775942,0.566666677594185
74400,0,0,0,0,0,9,50,0
74500,0,0,0,0,0,57.5,9.5,0
74600,0,0,0,0,0,66.5,6.5,0
74700,0,0,0,0,0,55.5,9.5,0
74800,0,0,0,0,0,81.5,18.5,0
74900,0,0,0,0,0.5,47.5,49,0
75000,0,0,0,0,2.5,46.5,50,0
75100,0,0,0,0,0.5,49,50.5,0
75200,0,0.966666683554649,0.966666683554649,0.966666683554649,0.966666683554649,55.5,38.6666666716337,0.966666683554649
75300,0,0.642857164144516,0.642857164144516,0.642857164144516,0.642857164144516,16.6428571492434,80.1428571641445,0.642857164144516
75400,0,1.45238099992275,1.45238099992275,1.45238099992275,1.45238099992275,7.28571429848671,85.4523809999228,1.45238099992275
75500,0,0.333333343267441,0.900000020861626,0.900000020861626,0.900000020861626,8.66666667163372,87.4000000208616,0.900000020861626
75600,0,0.16666667163372,2.50000004470348,2.50000004470348,2.50000004470348,5.33333334326744,84.5000000447035,2.50000004470348
75700,0,0.928571462631226,2.39523816108704,2.39523816108704,2.39523816108704,17.5952381342649,71.895238161087,2.39523816108704
75800,0,1.51904766261578,3.60238102078438,3.60238102078438,3.60238102078438,37.5190476626158,35.5523809939623,3.60238102078438
75900,0,2.46190482378006,6.24523819983006,6.24523819983006,6.24523819983006,26.7952381521463,25.761904835701,6.24523819983006
76000,0,7.28095255792141,20.5142859816551,20.5142859816551,20.5142859816551,3.71428580582142,6.94761921465397,20.5142859816551
76100,0,7.75238111615181,20.7857145369053,20.7857145369053,20.7857145369053,2.71904769539833,6.3857144266367,20.7857145369053
76200,0,7.70952391624451,23.7928574979305,23.7928574979305,2.69285719096661,8.27619059383869,9.94285728037357,23.7928574979305
76300,0,20.9452383369207,20.9452383369207,20.9452383369207,2.42857149243355,6.29523824155331,7.4952382594347,20.9452383369207
76400,0,8.11666676402092,8.11666676402092,8.11666676402092,8.23333340883255,22.133333414793,26.1666667461395,8.11666676402092
76500,0,7.13333342969418,7.13333342969418,7.13333342969418,9.40000002086163,24.6666667312384,21.4000000655651,7.13333342969418
76600,0,8.49523828923702,8.49523828923702,8.49523828923702,4.09523817896843,11.9285715520382,49.9952383190393,8.49523828923702
76700,0,7.17619062960148,7.17619062960148,7.17619062960148,4.47619055211544,13.6428572833538,53.1761906892061,7.17619062960148
76800,0,7.78571453690529,7.78571453690529,7.78571453690529,3.28571440279484,32.7857145965099,32.7857145965099,7.78571453690529
76900,0,2.04285718500614,2.04285718500614,2.04285718500614,1.64285716414452,6.30952383577824,37.8761905282736,2.04285718500614
77000,0,2.09523816406727,2.09523816406727,2.09523816406727,12.0952382236719,2.42857150733471,12.0952382236719,2.09523816406727
77100,0,1.76190482079983,1.76190482079983,1.76190482079983,11.7619049698114,5.42857159674168,11.7619049698114,1.76190482079983
77200,0,2.30952389538288,2.30952389538288,2.30952389538288,2.30952389538288,1.14285719394684,52.3095238953829,2.30952389538288
77300,0,2.46666671335697,2.46666671335697,2.46666671335697,0,0.666666686534882,52.466666713357,2.46666671335697
77400,0,2.34285719692707,2.34285719692707,2.34285719692707,0.309523820877075,0.976190507411957,59.3428571969271,2.34285719692707
77500,0,1.60000003874302,1.60000003874302,1.60000003874302,0,6.00000002980232,63.600000038743,1.60000003874302
77600,0,1.13333335518837,1.13333335518837,1.13333335518837,0,1.83333334326744,67.6333333551884,1.13333335518837
77700,0,2.83333341777325,2.83333341777325,2.83333341777325,0,11.8333334177732,76.8333334177732,2.83333341777325
77800,0,1.14285717904568,1.14285717904568,1.14285717904568,0.142857149243355,6.14285717904568,89.1428571790457,1.14285717904568
77900,0,0,0,0,0,2,98,0
78000,0,4.61666668951511,0.450000002980232,0.450000002980232,0,10.1666666865349,77.8666666895151,0.450000002980232
78100,0,0.66666667163372,0.16666667163372,0.16666667163372,2.50000001490116,11.8333333432674,78.5000000149012,0.16666667163372
78200,0,0.476190492510796,0.142857149243355,0.142857149243355,2.4761904925108,18.9761904925108,70.6428571492434,0.142857149243355
78300,0,0,0,0,2.5,14.5,80,0
78400,0,1.16666670143604,0.16666667163372,0.16666667163372,4.66666670143604,14.3333333581686,74.3333333432674,0.16666667163372
78500,0,0.666666686534882,0,0,4.16666668653488,5.33333334326744,89.8333333432674,0
78600,0,1.33333337306976,0,0,7.83333337306976,6.33333334326744,78.5000000298023,0
78700,0,0.400000005960464,0.400000005960464,0.400000005960464,15.9000000059605,17.5,56,0.400000005960464
78800,0,0.842857167124748,0.842857167124748,0.842857167124748,6.34285719692707,23.6428571790457,63.6428571939468,0.842857167124748
78900,0,2.97619053721428,2.97619053721428,2.97619053721428,2.97619053721428,30.1428571641445,23.9761904925108,2.97619053721428
79000,0,8.15000006556511,8.15000006556511,8.15000006556511,2.70000004768372,20.4333333522081,14.2666666805744,8.15000006556511
79100,0,22.4785715788603,22.4785715788603,22.4785715788603,6.06190487742424,1.59523813426495,2.42857149243355,22.4785715788603
79200,0,21.4357144981623,21.4357144981623,21.4357144981623,8.7190477848053,2.95238101482391,2.58571435511112,21.4357144981623
79300,0,21.9166668504477,21.9166668504477,21.9166668504477,5.90000011026859,5.06666676700115,1.36666670441628,21.9166668504477
79400,0,6.75238110125065,6.75238110125065,6.75238110125065,2.78571437299252,69.7523811012506,0.45238097012043,6.75238110125065
79500,0,7.90000016987324,7.90000016987324,7.90000016987324,3.50000010430813,63.9000001698732,1,7.90000016987324
79600,0,2.90952387452126,2.90952387452126,2.90952387452126,4.14285717904568,83.9095238745213,0.309523820877075,2.90952387452126
79700,0,1.63333337008953,1.63333337008953,1.63333337008953,5.66666668653488,84.6333333700895,3.16666667163372,1.63333337008953
79800,0,0.500000014901161,0.500000014901161,0.500000014901161,10.0000000149012,76.0000000149012,10,0.500000014901161
79900,0,1.66666670143604,1.66666670143604,1.66666670143604,13.666666701436,62.1666666865349,13.5,1.66666670143604
80000,0,2.73333337903023,2.73333337903023,2.73333337903023,24.7333333790302,35.8333333432674,18.5,2.73333337903023
80100,0,0,0,0,9,66.5,14.5,0
80200,0,1.3333333581686,1.3333333581686,1.3333333581686,17.8333333581686,47.1666666716337,20.6666666716337,1.3333333581686
80300,0,1.13333335518837,1.13333335518837,1.13333335518837,26.1333333551884,43,18.3333333432674,1.13333335518837
80400,0,2.13333337008953,2.13333337008953,2.13333337008953,2.13333337008953,23.6666666716337,30.6666666716337,2.13333337008953
80500,0,0.766666680574417,0.766666680574417,0.766666680574417,0.766666680574417,22.6666666716337,36.5,0.766666680574417
80600,0,3.54285721480846,3.54285721480846,3.54285721480846,3.54285721480846,17.976190507412,10.3095238208771,3.54285721480846
80700,0,2.23333337903023,2.23333337903023,2.23333337903023,2.23333337903023,12.1666666716337,9.66666668653488,2.23333337903023
80800,0,2.96666671335697,2.96666671335697,2.96666671335697,2.96666671335697,14.1666666716337,1,2.96666671335697
80900,0,7.95000001788139,7.95000001788139,7.95000001788139,0,0.800000011920929,0.400000005960464,7.95000001788139
81000,0,9.90000002086163,9.90000002086163,9.90000002086163,0,1.20000001788139,0.200000002980232,9.90000002086163
81100,0,8.55000002682209,8.55000002682209,8.55000002682209,0,1.40000002086163,0.400000005960464,8.55000002682209
81200,0,24.2000000476837,24.2000000476837,24.2000000476837,0,2.40000003576279,0.800000011920929,24.2000000476837
81300,0,10.5500000119209,10.5500000119209,10.5500000119209,0,14.8000000119209,4,10.5500000119209
81400,0,3.70000001788139,3.70000001788139,3.70000001788139,0,57.7000000178814,5.5,3.70000001788139
81500,0,4.40000000596046,4.40000000596046,4.40000000596046,0,29.9000000059605,7.5,4.40000000596046
81600,0,1.21666668355465,1.21666668355465,1.21666668355465,0,26.366666674614,60.7666666805744,1.21666668355465
81700,0,1.3500000089407,1.3500000089407,1.3500000089407,0,13,73.6000000089407,1.3500000089407
81800,0,0.400000005960464,0.400000005960464,0.400000005960464,0,4,94.4000000059605,0.400000005960464
81900,0,0.400000005960464,0.400000005960464,0.400000005960464,0,13,81.4000000059605,0.400000005960464
82000,0,0.950000002980232,0.950000002980232,0.950000002980232,0,27.7000000029802,57.5,0.950000002980232
82100,0,0.75,0.75,0.75,0,20,48,0.75
82200,0,2.56666667759418,2.56666667759418,2.56666667759418,0,11.866666674614,36.866666674614,2.56666667759418
82300,0,3.1833333671093,3.1833333671093,3.1833333671093,0,19.2333333641291,28.0333333462477,3.1833333671093
82400,0,3.28333336114883,3.28333336114883,3.28333336114883,0,53.3333333581686,15.5333333462477,3.28333336114883
82500,0,8.66666680574417,8.66666680574417,8.66666680574417,0,60.6666668057442,4.66666668653488,8.66666680574417
82600,0,2.96666671335697,2.96666671335697,2.96666671335697,0,79.966666713357,8.16666667163372,2.96666671335697
82700,0,0,0,0,0,47.5,52.5,0
82800,0,0,0,0,0,11,89,0
82900,0,0.366666674613953,0.366666674613953,0.366666674613953,0,18.6666666716337,79.866666674614,0.366666674613953
83000,0,0.366666674613953,0.366666674613953,0.366666674613953,0.16666667163372,19,79.366666674614,0.366666674613953
83100,0,0.333333343267441,0.333333343267441,0.333333343267441,0.333333343267441,17,81.3333333432674,0.333333343267441
83200,0,0,0,0,0,20.5,79.5,0
83300,0,0,0,0,0,21,79,0
83400,0,0,0,0,0,19,81,0
83500,0,0,0,0,0,50,50,0
83600,0,0,0,0,0.666666686534882,49.6666666865349,49.6666666865349,0
83700,0,0,0,0,0,50,50,0
83800,0,0,0,0,0,50,50,0
83900,0,0,0,0,0,50,50,0
84000,0,0,0,0,0,50,50,0
84100,0,0.16666667163372,0.366666674613953,0.366666674613953,0.333333343267441,49.2000000178814,49.2000000178814,0.366666674613953
84200,0,0.533333346247673,0.533333346247673,0.533333346247673,0.333333343267441,17.6666666865349,79.8666666895151,0.533333346247673
84300,0,3.61428581178188,3.61428581178188,3.61428581178188,1.54761910438538,18.3809524327517,65.6142858117819,3.61428581178188
84400,0,0.366666674613953,0.366666674613953,0.366666674613953,0.16666667163372,6.5,91.866666674614,0.366666674613953
84500,0,1.47619052231312,1.47619052231312,1.47619052231312,1.47619052231312,6.64285714924335,85.9761905223131,1.47619052231312
84600,2.00000001490116,0.16666667163372,0.16666667163372,0.16666667163372,0.16666667163372,21.3333333432674,75.8333333432674,0.16666667163372
84700,0.5,0,0,0,0,26.5,71,0
84800,2,0.366666674613953,0.366666674613953,0.366666674613953,0.366666674613953,24.5,71.6666666716337,0.366666674613953
84900,0,0,0,0,0,35.5,63.5,0
85000,0.5,0.366666674613953,0.366666674613953,0.366666674613953,0.366666674613953,50.6666666716337,46,0.366666674613953
85100,0,0.333333343267441,0.333333343267441,0.333333343267441,0.333333343267441,45.5,52.8333333432674,0.333333343267441
85200,0.142857149243355,0.476190492510796,0.476190492510796,0.476190492510796,0.476190492510796,77.9761904925108,19.5,0.476190492510796
85300,0,0.666666686534882,0.666666686534882,0.666666686534882,0.666666686534882,88.1666666865349,8.5,0.666666686534882
85400,0,0.142857149243355,0.142857149243355,0.142857149243355,0.142857149243355,93.1428571492434,6.14285714924335,0.142857149243355
85500,1.5,0.533333346247673,0.533333346247673,0.533333346247673,0.333333343267441,89.5333333462477,6.5,0.533333346247673
85600,0,0.142857149243355,0.142857149243355,0.142857149243355,0.142857149243355,93.1428571492434,6.14285714924335,0.142857149243355
85700,1,0.366666674613953,0.366666674613953,0.366666674613953,1.00000001490116,88.7000000178814,7.83333334326744,0.366666674613953
85800,0,0.600000008940697,0.600000008940697,0.600000008940697,0.833333343267441,88.9333333522081,7.83333334326744,0.600000008940697
85900,0.5,0.600000008940697,0.600000008940697,0.600000008940697,0.333333343267441,89.4333333522081,7.33333334326744,0.600000008940697
86000,0.5,0.16666667163372,0.16666667163372,0.16666667163372,0,92.6666666716337,6.16666667163372,0.16666667163372
86100,3.14285717904568,0.676190495491028,0.676190495491028,0.676190495491028,0,73.1761905252934,20.9761905223131,0.676190495491028
86200,2.25000005960464,0.476190492510796,0.476190492510796,0.476190492510796,1.05952383577824,47.3928572386503,47.3928572386503,0.476190492510796
86300,0,0.500000014901161,0.500000014901161,0.500000014901161,0.333333343267441,48.8333333581686,48.8333333581686,0.500000014901161
86400,0.333333343267441,0.142857149243355,0.142857149243355,0.142857149243355,0.142857149243355,49.4761904925108,49.4761904925108,0.142857149243355
86500,0,0.16666667163372,0.16666667163372,0.16666667163372,0,49.6666666716337,49.6666666716337,0.16666667163372
86600,0,0,0,0,0,23,23,0
86700,0,0.500000014901161,0.500000014901161,0.500000014901161,0,20.5000000149012,20.5000000149012,0.500000014901161
86800,0,0,0,0,0,9.5,52.5,0
86900,0,0,0,0,0,3.5,36.5,0
87000,0,0,0,0,0,0,18,0
87100,4,0,0,0,0,0.5,31.5,0
87200,5,0,0,0,0,0,39,0
87300,7,0,0,0,0,0,29,0
87400,0,0,0,0,0,0.5,73.5,0
87500,0,0,0,0,0,0,83,0
87600,0,0,0,0,0,0,74,0
87700,0,0,0,0,0,0,84,0
87800,0,0,0,0,0,7,78,0
87900,0,0,0,0,0,22,51,0
88000,0,0,0,0,1,28.5,39.5,0
88100,0,0,0,0,0,25,35,0
88200,0,0,0,0,1,11,63,0
88300,0,0,0,0,8,17.5,42.5,0
88400,0,0,0,0,43,8,7,0
88500,0,0,0,0,75.8333333432674,0.833333343267441,1.33333334326744,0
88600,0,0.16666667163372,0.16666667163372,0.16666667163372,77.6666666716337,0,2.66666667163372,0.16666667163372
88700,0,1.11666667461395,1.11666667461395,1.11666667461395,62.366666674614,0,2.16666667163372,1.11666667461395
88800,0,0.200000002980232,0.200000002980232,0.200000002980232,49.5333333462477,0.333333343267441,2.33333334326744,0.200000002980232
88900,0,0.850000008940697,0.850000008940697,0.850000008940697,51.6000000089407,0.5,1.5,0.850000008940697
89000,0,2.08333334326744,2.08333334326744,2.08333334326744,14.8333333730698,9.83333337306976,2.00000002980232,2.08333334326744
89100,0,0.75,0.75,0.75,2.83333334326744,3.83333334326744,0.333333343267441,0.75
89200,0,1.95000000298023,1.95000000298023,1.95000000298023,1.5,1.70000000298023,0,1.95000000298023
89300,0,1.41666667163372,1.41666667163372,1.41666667163372,4.5,2.66666667163372,1.16666667163372,1.41666667163372
89400,0,3.06904764473438,3.06904764473438,3.06904764473438,0.485714301466942,0.61904764175415,0.61904764175415,3.06904764473438
89500,0,2.69047628343105,2.69047628343105,2.69047628343105,0.857142895460129,2.69047628343105,2.69047628343105,2.69047628343105
89600,0,6.16666688024998,6.16666688024998,6.16666688024998,2.00000008940697,6.16666688024998,6.16666688024998,6.16666688024998
89700,0,7.59523837268353,7.59523837268353,7.59523837268353,3.42857158184052,7.59523837268353,7.59523837268353,7.59523837268353
89800,0,4.71428592503071,4.71428592503071,4.71428592503071,4.71428592503071,4.71428592503071,4.71428592503071,4.71428592503071
89900,0,14.2857149243355,14.2857149243355,14.2857149243355,14.2857149243355,14.2857149243355,14.2857149243355,14.2857149243355
90000,0,14.2857149243355,14.2857149243355,14.2857149243355,14.2857149243355,14.2857149243355,14.2857149243355,14.2857149243355
90100,0,15.7857148349285,15.7857148349285,15.7857148349285,15.7857148349285,15.7857148349285,5.28571452200413,15.7857148349285
90200,0,17.7142861485481,17.7142861485481,17.7142861485481,5.38095256686211,17.7142861485481,6.04761925339699,17.7142861485481
90300,0,17.8142861425877,17.8142861425877,17.8142861425877,4.71428588032722,17.8142861425877,6.21428592503071,17.8142861425877
90400,0,6.76666682958603,6.76666682958603,6.76666682958603,15.0000001788139,46.6000002622604,11.3333335071802,6.76666682958603
90500,0,0.909523829817772,0.909523829817772,0.909523829817772,6.47619053721428,81.076190546155,8.80952386558056,0.909523829817772
90600,0,0.333333343267441,0.333333343267441,0.333333343267441,5.83333338797092,85.5000000596046,7.33333338797092,0.333333343267441
90700,0,0,0,0,1.16666668653488,89.6666666865349,9.16666668653488,0
90800,0,0,0,0,0,93.5,6.5,0
90900,0,0.16666667163372,0.16666667163372,0.16666667163372,0.333333343267441,80.0000000149012,19.0000000149012,0.16666667163372
91000,0,0,0,0,0.333333343267441,78.8333333432674,20.8333333432674,0
91100,0,0,0,0,0,74,26,0
91200,0,0,0,0,0,61,12,0
91300,0,0,0,0,0.333333343267441,16.3333333432674,16.3333333432674,0
91400,0,0.16666667163372,0.16666667163372,0.16666667163372,0,14.6666666716337,14.6666666716337,0.16666667163372
91500,0,0,0,0,0,5.5,5.5,0
91600,0,0,0,0,0,1.5,31.5,0
91700,0,0.16666667163372,0.16666667163372,0.16666667163372,0.333333343267441,2.50000001490116,38.5000000149012,0.16666667163372
91800,0,0,0,0,2,40,23,0
91900,0,0,0,0,1.5,31,26.5,0
92000,0,0,0,0,0,59,35,0
92100,0,0,0,0,0.5,54.5,38,0
92200,0,0,0,0,0,44,26,0
92300,0,0,0,0,0,45,27,0
92400,0,0,0,0,0,66,8,0
92500,0,0,0,0,0,61,12,0
92600,0,0,0,0,0,9,9,0
92700,0,0,0,0,0,6.5,6.5,0
92800,0,0.142857149243355,0.142857149243355,0.142857149243355,0.142857149243355,5.64285714924335,5.64285714924335,0.142857149243355
92900,0,0.200000002980232,0.200000002980232,0.200000002980232,0,23.7000000029802,0.5,0.200000002980232
93000,0,0,0,0,0,70,0,0
93100,0,0,0,0,0,89,1,0
93200,0,0.16666667163372,0.16666667163372,0.16666667163372,0.66666667163372,86.6666666716337,0,0.16666667163372
93300,0,0,0,0,0,93.5,0.5,0
93400,0,0,0,0,0,93.5,0.5,0
93500,0,0,0,0,0,82.5,3.5,0
93600,0,0,0,0,1,83.5,7.5,0
93700,0,0,0,0,1,80,12,0
93800,0,0,0,0,1.83333334326744,45.8333333432674,34.3333333432674,0
93900,0,0,0,0,2.33333334326744,38.3333333432674,36.3333333432674,0
94000,0,0,0,0,1.66666668653488,33.1666666865349,31.1666666865349,0
94100,0,0,0,0,0,3,21,0
94200,0,0,0,0,0,18.5,13.5,0
94300,0,0.200000002980232,0.200000002980232,0,0,46.2000000029802,5.20000000298023,0.200000002980232
94400,0,0.16666667163372,0.16666667163372,0.16666667163372,0.16666667163372,26,21.1666666716337,0.16666667163372
94500,0,0,0,0,0,20,29,0
94600,0,0,0,0,1,11,44,0
94700,0,0,0,0,0,14.5,36.5,0
94800,0,0,0,0,0,20,39,0
94900,0,0.16666667163372,0.16666667163372,0.16666667163372,0.66666667163372,18.5,44.1666666716337,0.16666667163372
95000,0,0,0,0,0,4,72,0
95100,0,0,0,0,0.5,16.5,40,0
95200,0,0,0,0,0,38,29,0
95300,0,0,0,0,0.333333343267441,54.8333333432674,8.83333334326744,0
95400,0,0.142857149243355,0.142857149243355,0.142857149243355,0.142857149243355,60.1428571492434,10.1428571492434,0.142857149243355
95500,0,0,0,0,0,33,3,0
95600,0,0,0,0,1,44.5,9.5,0
95700,0,0.200000002980232,0.200000002980232,0.200000002980232,0,84,7.20000000298023,0.200000002980232
95800,0,0.600000008940697,0.600000008940697,0.600000008940697,0.400000005960464,66.2000000029802,9,0.600000008940697
95900,0,0,0,0,0,57.5,12.5,0
96000,0,1.55000002682209,1.55000002682209,1.55000002682209,1.36666667461395,45.7333333492279,6.70000001788139,1.55000002682209
96100,0,0.16666667163372,0.16666667163372,0.16666667163372,1,58.1666666716337,20.1666666716337,0.16666667163372
96200,0,0,0,0,0.5,68.5,14,0
96300,0,0.41666667163372,0.41666667163372,0.41666667163372,1,66.1666666716337,29.1666666716337,0.41666667163372
96400,0,0.25,0.25,0.25,2.5,56.5,8,0.25
96500,0,0.5,0.5,0.5,1,15.5,15.5,0.5
96600,0,0.866666674613953,0.866666674613953,0.866666674613953,2.20000000298023,18.1666666716337,18.1666666716337,0.866666674613953
96700,0,0,0,0,1,64,7,0
96800,0,0.25,0.25,0.25,0,69,6,0.25
96900,0,0,0,0,0,61,7,0
97000,0,0.16666667163372,0.500000014901161,0.500000014901161,0,56.1666666716337,8.16666667163372,0.500000014901161
97100,0,0,0.333333343267441,0.333333343267441,0,54,7,0.333333343267441
97200,0,0.666666686534882,0.866666689515114,0.866666689515114,0,78.3666666895151,18.3666666895151,0.866666689515114
97300,0.333333343267441,0.333333343267441,1.46666669845581,1.46666669845581,0,79.9666666984558,14.9666666984558,1.46666669845581
97400,0,0.309523820877075,0.87619049847126,0.87619049847126,0.309523820877075,81.8761904984713,14.8761904984713,0.87619049847126
97500,3.88690489530563,0.41071429848671,2.67261914908886,2.67261914908886,2.67261914908886,42.5059525519609,42.5059525519609,2.67261914908886
97600,3.57738104462624,1.76785719394684,2.05357149243355,2.05357149243355,2.05357149243355,43.2202382385731,43.2202382385731,2.05357149243355
97700,2.88690485060215,0.267857149243355,1.86309529840946,1.86309529840946,1.86309529840946,44.6964287012815,44.6964287012815,1.86309529840946
97800,1.95833337306976,0.767857149243355,0.767857149243355,0.767857149243355,0.767857149243355,47.1011905223131,47.1011905223131,0.767857149243355
97900,1.7916667163372,0.125,0.125,0.125,0.125,48.7916667163372,48.7916667163372,0.125
98000,0.333333343267441,0,0,0,0,49.8333333432674,49.8333333432674,0
98100,0.458333343267441,0.125,0.125,0.125,0.125,49.4583333432674,49.4583333432674,0.125
98200,0.333333343267441,0.142857149243355,0.142857149243355,0.142857149243355,0.142857149243355,49.4761904925108,49.4761904925108,0.142857149243355
98300,0.125,0.29166667163372,0.29166667163372,0.29166667163372,0.29166667163372,49.2916666716337,49.2916666716337,0.125
98400,0,0,0,0,0,19,81,0
98500,0,0.700000002980232,0.700000002980232,0.700000002980232,0,18.2000000029802,79.7000000029802,0
98600,0,0.25,0.25,0.25,0,17.5,81.75,0
98700,0,2.06666667759418,2.06666667759418,2.06666667759418,0,40.0666666775942,52.116666674614,0.616666674613953
98800,0,7.8666667342186,7.8666667342186,7.8666667342186,0,31.2500000149012,28.7500000149012,1.40000000596046
98900,0,5.90000006556511,5.90000006556511,5.90000006556511,0,12.6500000059605,6.15000000596046,2.5
99000,0,10.9166666865349,0.25,0.25,0,34.6666666865349,13.6666666865349,0.25
99100,0,7.50000002980232,0,0,0,35.0000000298023,11.5000000298023,0
99200,0,10.25,0.25,0.25,0,39.5,2.5,0.25
99300,0,2.00000002980232,0,0,2.00000002980232,24.0000000298023,3,0
99400,3.5,4.36666676402092,0.366666674613953,0.366666674613953,4.36666676402092,36.3333334177732,3.33333334326744,0.366666674613953
99500,0,2.00000002980232,0,0,2.00000002980232,37.8333333432674,7.16666668653488,0
99600,0,0.333333343267441,0,0,0.333333343267441,22.3333333432674,2,0
99700,0,1.17857144773006,0.428571447730064,0.428571447730064,1.17857144773006,19.1785714477301,19.1785714477301,0.428571447730064
99800,0,0.571428596973419,0.571428596973419,0.571428596973419,0.571428596973419,16.0714285969734,16.0714285969734,0.571428596973419
99900,0,0.61904764175415,0.61904764175415,0.61904764175415,0.28571429848671,48.6190476417542,48.6190476417542,0.61904764175415
100000,0,0.833333358168602,0.833333358168602,0.833333358168602,0,48.3333333581686,48.3333333581686,0.833333358168602
100100,0,0.676190495491028,1.62619049847126,1.62619049847126,0.142857149243355,77.1261904984713,17.176190495491,1.62619049847126
100200,0,1.30000002682209,4.45000004768372,4.45000004768372,0,63.4500000476837,21.9000000357628,4.45000004768372
100300,0,0.200000002980232,0.450000002980232,0.450000002980232,0,78.9500000029802,19.5,0.450000002980232
100400,0,0.200000002980232,0.200000002980232,0.200000002980232,0,78.2000000029802,21,0.200000002980232
100500,0,0.200000002980232,0.866666689515114,0.866666689515114,0,73.2000000029802,23,0.866666689515114
100600,0,0.616666674613953,1.15000002086163,1.15000002086163,0,65.5666666775942,21.366666674614,1.15000002086163
100700,0,0.450000002980232,1.93333335220814,1.93333335220814,1.75,71.1000000089407,11.9000000059605,1.93333335220814
100800,0,0,1.25000002980232,1.25000002980232,7.33333334326744,69.0833333432674,3.83333334326744,1.25000002980232
100900,0,0,0,0,5,76.5,6.5,0
101000,0,0,0,0,6,82,5,0
101100,0,0.733333349227905,0.733333349227905,0.733333349227905,0.733333349227905,66.8333333432674,2.5,0.733333349227905
101200,0,0,0,0,0,78,5,0
101300,0,3.33333343267441,3.33333343267441,3.33333343267441,3.33333343267441,80.3333334326744,3,3.33333343267441
101400,0,1.36666668951511,1.36666668951511,1.36666668951511,0,74.8666666895151,0.66666667163372,1.36666668951511
101500,0,1.53333336114883,1.53333336114883,1.53333336114883,0,62.0333333611488,2.83333334326744,1.53333336114883
101600,0,0.200000002980232,0.200000002980232,0.200000002980232,0,55.2000000029802,8,0.200000002980232
101700,0,0.333333343267441,0.333333343267441,0.333333343267441,0,15.3333333432674,15.3333333432674,0.333333343267441
101800,0,0,0,0,0,18,18,0
101900,0,0.500000014901161,0.500000014901161,0.500000014901161,0,19.0000000149012,19.0000000149012,0.500000014901161
